,proteinName,affinity,ligandName
5351,3hkq,5.34,(1SD)
5352,3k4q,5.34,(IHS)
5353,3kqt,5.34,(ES7)
5354,3nee,5.34,(B72)
5355,3nrz,5.34,(HPA)
5356,3qiy,5.34,(QI1)
5357,3v3v,5.34,(MYU)
5359,3vv7,5.34,(0B1)
5361,4j06,5.34,(1JG)
5362,4mg5,5.34,(27E)
5363,4o78,5.34,(SAV)
5365,5l4m,5.34,(SBK)
5366,5o9y,5.34,(9PN)
5367,5u14,5.34,(7PV)
5368,5wp5,5.34,(SAH)
5369,6ap7,5.34,(BNY)
5370,6cd4,5.34,(EX1)
5371,1ql9,5.35,(ZEN)
5373,2fxv,5.35,(5GP)
5374,2gkl,5.35,(PD2)
5375,2gqn,5.35,(BLP)
5378,2xyu,5.35,(Q9G)
5379,3bc4,5.35,(LLG)
5380,3e9b,5.35,(S2C)
5381,3g8e,5.35,(IS1)
5383,3r8i,5.35,(XCX)
5387,4ef4,5.35,(C2E)
5389,4ie2,5.35,(1EC)
5394,4wgi,5.35,(3M6)
5395,4yef,5.35,(4CQ)
5396,4yx9,5.35,(4HY)
5397,5jnn,5.35,(6LM)
5398,5l26,5.35,(URI)
5399,5llm,5.35,(6Z6)
5400,5u11,5.35,(7PS)
5401,6an1,5.35,(BKY)
5402,6ep4,5.35,(DME)
5403,1adl,5.36,(ACD)
5405,1w6y,5.36,(EQU)
5406,1yvz,5.36,(JPC)
5407,2nng,5.36,(ZYX)
5408,2qaf,5.36,(U5P)
5410,2qn3,5.36,(F55)
5412,3ldq,5.36,(3P1)
5413,3mf5,5.36,(HJZ)
5414,3ncq,5.36,(ATP)
5416,4c1d,5.36,(X8Z)
5417,4el9,5.36,(AFE)
5418,4hby,5.36,(13F)
5419,4kod,5.36,(ADP)
5420,4pyq,5.36,(2X1)
5421,4qwi,5.36,(3BV)
5422,5drt,5.36,(5EG)
5423,5eou,5.36,(ATP)
5424,5obr,5.36,(9QT)
5425,5q0l,5.36,(9KY)
5426,5t4e,5.36,(75L)
5427,6afe,5.36,(72T)
5428,6cer,5.36,(TDP)
5429,6chq,5.36,(F0V)
5430,6gu3,5.36,(FB8)
5431,1gpk,5.37,(HUP)
5432,1sgu,5.37,(MK1)
5433,2glm,5.37,(SCB)
5435,2hj4,5.37,(PNZ)
5436,2oc1,5.37,(HU2)
5439,3qt6,5.37,(2P0)
5440,3wmb,5.37,(NF1)
5441,4dpy,5.37,(2P0)
5442,4du8,5.37,(2P0)
5443,4el5,5.37,(D1M)
5444,4g0k,5.37,(0VS)
5447,4oow,5.37,(CAQ)
5449,5cdh,5.37,(TLA)
5451,5etn,5.37,(5RX)
5452,5jdi,5.37,(6JO)
5453,5uci,5.37,(874)
5454,6ap6,5.37,(TLF)
5455,6cb5,5.37,(EV7)
5456,6eyb,5.37,(C3Z)
5457,6g15,5.37,(C1Z)
5458,1g3e,5.38,(109)
5459,1hs6,5.38,(BES)
5460,1ke0,5.38,(CVB)
5462,2h2j,5.38,(SFG)
5465,2ohu,5.38,(IP7)
5466,2qhd,5.38,(DAO)
5467,2vd7,5.38,(PD2)
5468,2xke,5.38,(WI2)
5469,3e85,5.38,(BSU)
5471,3tif,5.38,(ADP)
5475,4ebv,5.38,(0O7)
5476,4f7v,5.38,(J1D)
5477,4hlw,5.38,(17W)
5478,4kz0,5.38,(1UJ)
5479,4qvw,5.38,(BO2)
5480,4umq,5.38,(B5S)
5481,5mek,5.38,(A3P)
5482,6baw,5.38,(D57)
5483,6g8m,5.38,(EQE)
5484,1hy7,5.39,(MBS)
5485,1kyn,5.39,(KTP)
5486,1qbv,5.39,(PPX)
5487,1uyi,5.39,(PUZ)
5488,2h6b,5.39,(3C4)
5490,2v22,5.39,(C35)
5491,2wic,5.39,(GNP)
5492,2xpa,5.39,(4G5)
5493,3e37,5.39,(ED5)
5494,3fc8,5.39,(IFA)
5495,3fzc,5.39,(MXF)
5497,3hxb,5.39,(BD5)
5498,3m1k,5.39,(BEW)
5500,3tgs,5.39,(03G)
5502,4btm,5.39,(F8E)
5503,4cl6,5.39,(7SB)
5504,4ej8,5.39,(1F1)
5505,4hxr,5.39,(1A4)
5506,4hxs,5.39,(1A3)
5508,5chk,5.39,(55R)
5510,5exx,5.39,(C2E)
5511,5i83,5.39,(68Y)
5512,5kbi,5.39,(CAQ)
5513,5o9r,5.39,(9PK)
5515,6ma2,5.39,(J9S)
5516,1bp0,5.4,(UMP)
5517,1bq3,5.4,(IHP)
5518,1f8b,5.4,(DAN)
5520,1mmr,5.4,(SRS)
5521,1mxu,5.4,(BWD)
5522,1my3,5.4,(BWD)
5523,1nym,5.4,(CXB)
5528,1r9l,5.4,(BET)
5529,1t1r,5.4,(IMB)
5530,1trd,5.4,(PGH)
5531,1tv6,5.4,(CP9)
5532,1uu9,5.4,(BI3)
5533,1uvs,5.4,(I11)
5534,1yi3,5.4,(LY2)
5535,2c1p,5.4,(FNZ)
5536,2f35,5.4,(UBC)
5537,2g24,5.4,(7IG)
5538,2i80,5.4,(G1L)
5539,2jdm,5.4,(MFU)
5540,2qg2,5.4,(A91)
5541,2wzz,5.4,(ZX1)
5542,3arr,5.4,(PNX)
5543,3b4p,5.4,(3B4)
5544,3gwx,5.4,(EPA)
5545,3ken,5.4,(ZZD)
5546,3l6h,5.4,(BET)
5548,3pch,5.4,(CHB)
5549,3pma,5.4,(SCR)
5550,3qcl,5.4,(NXV)
5551,3rk5,5.4,(07Z)
5553,4c5d,5.4,(X0R)
5554,4ij1,5.4,(17C)
5555,4jlh,5.4,(0L9)
5556,4m3p,5.4,(HCS)
5557,4nwd,5.4,(2QD)
5558,4ozj,5.4,(ADP)
5559,4ozn,5.4,(ATP)
5560,4pin,5.4,(AVI)
5562,5anq,5.4,(5YQ)
5563,5ep7,5.4,(5QR)
5564,5eqp,5.4,(5R9)
5566,5fns,5.4,(XYY)
5567,5jiq,5.4,(27M)
5568,5jsj,5.4,(6PD)
5569,5l9o,5.4,(GOP)
5571,5lsg,5.4,(QZQ)
5572,5m2v,5.4,(7E5)
5573,5mqe,5.4,(PKU)
5574,5o1i,5.4,(9GH)
5575,5tef,5.4,(GTG)
5576,5yid,5.4,(K95)
5578,1dzm,5.41,(BZM)
5579,1u2r,5.41,(GDP)
5580,1xxe,5.41,(TUX)
5582,2aia,5.41,(SB8)
5583,2j47,5.41,(GDV)
5585,3arn,5.41,(MSJ)
5586,3gqo,5.41,(APR)
5587,3kai,5.41,(4FI)
5589,4dro,5.41,(0MD)
5590,4drp,5.41,(0MD)
5593,4lwt,5.41,(20Q)
5594,4m3d,5.41,(2H2)
5595,4tun,5.41,(MVH)
5596,4u6z,5.41,(Q07)
5597,4uma,5.41,(GZ3)
5598,5a4l,5.41,(ZC3)
5599,5cbs,5.41,(E42)
5600,5etm,5.41,(5RW)
5601,5ey9,5.41,(5SV)
5602,5lt6,5.41,(76J)
5603,5m7t,5.41,(GDV)
5604,5mym,5.41,(HYV)
5605,5u13,5.41,(YH5)
5606,5u5t,5.41,(7W7)
5609,6aff,5.41,(72U)
5612,1gja,5.42,(135)
5613,1h9z,5.42,(RWF)
5616,1r5n,5.42,(GDP)
5617,1xot,5.42,(VDN)
5618,2a3w,5.42,(CPJ)
5619,2qnz,5.42,(DFD)
5620,2vpo,5.42,(6CS)
5622,3l4t,5.42,(BJ1)
5624,3qci,5.42,(NX3)
5625,3rl4,5.42,(5GP)
5626,4fev,5.42,(PP1)
5627,4nxv,5.42,(GDP)
5628,4uxj,5.42,(TTP)
5630,6cjh,5.42,(ET8)
5631,1fq7,5.43,(2Y3)
5632,1fw0,5.43,(KAI)
5634,2qln,5.43,(F59)
5635,2qu2,5.43,(251)
5638,3k5f,5.43,(AYH)
5643,4f5y,5.43,(C2E)
5645,4p2t,5.43,(24Q)
5646,4pnc,5.43,(7NP)
5647,4pox,5.43,(2W2)
5649,4xta,5.43,(DIF)
5650,5agr,5.43,(A52)
5652,5ksx,5.43,(7AM)
5654,6afd,5.43,(72S)
5655,1a4q,5.44,(DPC)
5656,1dzp,5.44,(BZQ)
5657,1h0a,5.44,(I3P)
5658,1ijr,5.44,(CC0)
5659,1syi,5.44,(CPW)
5661,2wr8,5.44,(SAH)
5662,3ggc,5.44,(H26)
5663,3gs7,5.44,(8BD)
5664,3lp7,5.44,(HAR)
5665,3p2h,5.44,(NOO)
5666,3pty,5.44,(AFO)
5668,3u10,5.44,(CMP)
5669,4bdk,5.44,(RQQ)
5670,4dju,5.44,(0KK)
5671,4fli,5.44,(Y16)
5673,4mgb,5.44,(XDH)
5674,4osf,5.44,(4MT)
5675,4qz1,5.44,(04C)
5677,4tju,5.44,(CNQ)
5678,5ave,5.44,(SER)
5681,5tp0,5.44,(BRN)
5682,5uxm,5.44,(TRP)
5686,6gnr,5.44,(6J3)
5687,2iko,5.45,(7IG)
5688,3mi3,5.45,(LYS)
5689,3my1,5.45,(RFZ)
5690,4mp2,5.45,(PV1)
5694,1lv8,5.46,(9PP)
5695,1nnk,5.46,(CE2)
5696,1q65,5.46,(BHB)
5697,2cn8,5.46,(DBQ)
5698,2fie,5.46,(A74)
5699,2gg9,5.46,(U16)
5700,2y4k,5.46,(GDP)
5702,3piz,5.46,(03C)
5703,3s22,5.46,(3S2)
5705,4jft,5.46,(1KN)
5706,4kot,5.46,(CE3)
5707,4mvn,5.46,(I1S)
5708,4qz0,5.46,(04C)
5709,4zly,5.46,(4RU)
5710,5dtw,5.46,(5F9)
5711,5mnr,5.46,(JC2)
5712,5nka,5.46,(91H)
5713,5owa,5.46,(B0H)
5714,5txy,5.46,(7Q1)
5715,5ty8,5.46,(7Q1)
5716,5xag,5.46,(93X)
5717,5ye7,5.46,(8U0)
5718,6dcy,5.46,(G5V)
5719,6ekq,5.46,(B0H)
5720,1g7f,5.47,(INZ)
5721,1gi1,5.47,(BMZ)
5723,1o2s,5.47,(CR4)
5724,1xh5,5.47,(R68)
5725,2hf8,5.47,(GSP)
5726,2hz4,5.47,(4ST)
5728,2xde,5.47,(1B0)
5729,2y7p,5.47,(SAL)
5730,3pd2,5.47,(A3S)
5731,3t3y,5.47,(MD6)
5733,4jmu,5.47,(1ML)
5734,4n6g,5.47,(2GQ)
5735,4n7j,5.47,(2GQ)
5736,4n7m,5.47,(2GQ)
5737,4qb3,5.47,(30M)
5738,4rrq,5.47,(A3S)
5740,4xcb,5.47,(HY0)
5743,5nn5,5.47,(NOJ)
5744,5o4s,5.47,(9KW)
5745,5u0f,5.47,(7R1)
5746,6c7w,5.47,(LMS)
5747,1g85,5.48,(3OL)
5749,2cbv,5.48,(CGB)
5751,2nww,5.48,(TB1)
5753,2qyk,5.48,(NPV)
5754,2wxd,5.48,(E18)
5755,2zkj,5.48,(ADP)
5756,3bxe,5.48,(13P)
5757,3d2r,5.48,(ADP)
5758,3iw6,5.48,(PP0)
5760,3qch,5.48,(NX2)
5761,3vp1,5.48,(04A)
5763,4c5w,5.48,(NM3)
5764,4d2r,5.48,(DYK)
5765,4ie4,5.48,(8XQ)
5767,4jfm,5.48,(1KZ)
5768,4kp8,5.48,(E1G)
5770,4oq6,5.48,(2UV)
5771,4pf5,5.48,(M3N)
5772,4qfg,5.48,(AMP)
5773,4tmf,5.48,(JS2)
5774,4uc5,5.48,(PHE)
5776,4y6r,5.48,(RF7)
5777,4ycu,5.48,(KRS)
5778,5alx,5.48,(DUL)
5779,5aqz,5.48,(SGV)
5780,5hrw,5.48,(64E)
5781,5ii1,5.48,(6BL)
5782,5iv4,5.48,(LRI)
5783,5lkr,5.48,(6YC)
5786,5yib,5.48,(8VC)
5787,6grp,5.48,(F4Z)
5788,1pot,5.49,(SPD)
5789,1pyn,5.49,(941)
5790,1tys,5.49,(TMP)
5792,2h4k,5.49,(509)
5793,2ioa,5.49,(GGA)
5794,2o0u,5.49,(C0M)
5795,2qtr,5.49,(NXX)
5797,2uy5,5.49,(H35)
5798,3bmq,5.49,(AX5)
5799,3bvb,5.49,(017)
5800,3ga5,5.49,(RGG)
5801,3h0b,5.49,(B35)
5802,3hmp,5.49,(CX4)
5803,3i73,5.49,(ADP)
5804,3mvj,5.49,(XFE)
5805,3sgx,5.49,(0FW)
5806,3t3g,5.49,(GPU)
5807,3tz4,5.49,(03H)
5808,4f6s,5.49,(0SQ)
5809,4knx,5.49,(1S9)
5810,4lv3,5.49,(25N)
5811,4tq3,5.49,(GPP)
5812,4u7v,5.49,(3EN)
5813,4uvb,5.49,(D51)
5814,4w9f,5.49,(3JU)
5815,4zs2,5.49,(FLU)
5816,5avf,5.49,(TAU)
5817,5tg2,5.49,(V69)
5820,5xzr,5.49,(8J6)
5821,6af9,5.49,(ISN)
5822,6afa,5.49,(ISN)
5824,6f29,5.49,(CGW)
5825,6g14,5.49,(G4P)
5826,6g91,5.49,(EQW)
5828,2y58,5.5,(V38)
5829,3c1n,5.5,(THR)
5830,3lfn,5.5,(A27)
5831,3tza,5.5,(TZG)
5832,4nni,5.5,(VGL)
5833,4rt0,5.5,(C2E)
5834,4ura,5.5,(LEL)
5835,6gr7,5.5,(F52)
5836,6hm6,5.5,(GDK)
5838,1b2i,5.51,(AMH)
5839,1ggn,5.51,(GLS)
5842,2gc8,5.51,(885)
5843,2uym,5.51,(K03)
5844,2wqp,5.51,(WQP)
5845,3cn0,5.51,(LJ1)
5846,3da9,5.51,(44U)
5847,3kgt,5.51,(GEN)
5848,3qtq,5.51,(X35)
5849,3qts,5.51,(X46)
5851,3vgc,5.51,(SRB)
5853,4k55,5.51,(H6P)
5854,4lz9,5.51,(RHQ)
5855,4qwu,5.51,(BO2)
5856,4qxo,5.51,(1YE)
5857,4qz3,5.51,(04C)
5858,4wz5,5.51,(3VU)
5859,4zba,5.51,(GDS)
5860,4zgk,5.51,(4NX)
5861,5cks,5.51,(52L)
5862,5h8x,5.51,(5XT)
5863,5lpk,5.51,(XDM)
5864,5oa6,5.51,(9PT)
5865,5zu0,5.51,(SAH)
5866,5zzw,5.51,(SAH)
5867,6ewe,5.51,(C0W)
5868,6gfz,5.51,(EXE)
5869,1a8i,5.52,(GLS)
5871,1kc7,5.52,(PPR)
5872,1lox,5.52,(RS7)
5873,1oe7,5.52,(GSH)
5874,1oe8,5.52,(GSH)
5875,1pyg,5.52,(AMP)
5877,1xxi,5.52,(ADP)
5878,1ydr,5.52,(IQP)
5879,2cht,5.52,(BAR)
5881,2ga2,5.52,(A19)
5882,2gcd,5.52,(STU)
5883,2gz8,5.52,(F3F)
5884,2hwi,5.52,(VRX)
5888,3cgo,5.52,(JNO)
5890,3h1k,5.52,(ZN)
5891,3hqr,5.52,(OGA)
5892,3hzm,5.52,(KDO)
5893,3i97,5.52,(8DR)
5894,3iog,5.52,(SDF)
5895,3t6y,5.52,(DU2)
5897,3v0l,5.52,(2GW)
5898,4de3,5.52,(DN8)
5899,4en4,5.52,(GT0)
5900,4h2o,5.52,(0YW)
5901,4j5c,5.52,(7I6)
5902,4pnl,5.52,(DRL)
5904,4yvz,5.52,(3AT)
5905,5f08,5.52,(5TG)
5907,5j1x,5.52,(AR5)
5908,5juz,5.52,(YL4)
5909,5mrp,5.52,(6BC)
5910,5nn6,5.52,(MIG)
5911,5v5e,5.52,(8N4)
5913,5wqj,5.52,(7N3)
5914,5wrs,5.52,(ATP)
5915,5yia,5.52,(8V9)
5916,5yun,5.52,(MYC)
5917,5yzc,5.52,(95C)
5918,6exm,5.52,(QQH)
5920,7gpb,5.52,(AMP)
5921,1szm,5.53,(BI2)
5923,4qz6,5.53,(04C)
5924,4u5j,5.53,(RXT)
5925,5dus,5.53,(APR)
5926,6esm,5.53,(B9Z)
5927,6f4w,5.53,(FMC)
5928,1bio,5.54,(SOA)
5929,1bjv,5.54,(GP8)
5931,1ha2,5.54,(SWF)
5932,1kdw,5.54,(4CB)
5933,1oiq,5.54,(HDU)
5935,2c9b,5.54,(PUG)
5936,2idk,5.54,(C2F)
5937,2nq7,5.54,(HM5)
5939,2y7i,5.54,(ARG)
5940,3bxf,5.54,(FBP)
5941,3daj,5.54,(FXG)
5942,3f07,5.54,(AGE)
5945,3jyr,5.54,(ACR)
5946,3r8v,5.54,(Z62)
5947,3ubd,5.54,(SL0)
5948,3v78,5.54,(ET)
5950,4dtt,5.54,(I41)
5951,4hkk,5.54,(AGI)
5952,4nxu,5.54,(ADP)
5953,4o0t,5.54,(2OL)
5954,4qij,5.54,(1HA)
5955,4r4c,5.54,(3HS)
5956,5a4q,5.54,(Y3L)
5957,5a81,5.54,(78J)
5959,5eds,5.54,(5MT)
5960,5lgn,5.54,(6W0)
5962,6boe,5.54,(E0S)
5963,6ew7,5.54,(C1W)
5964,1g3d,5.55,(108)
5965,1njc,5.55,(DCM)
5968,2iuz,5.55,(D1H)
5970,3fkt,5.55,(SII)
5971,3sdg,5.55,(3SE)
5972,3uzj,5.55,(0CT)
5973,4fri,5.55,(DWA)
5974,4ie6,5.55,(UN9)
5975,4kww,5.55,(PHT)
5976,4p5e,5.55,(N6P)
5977,4pqa,5.55,(X8Z)
5978,4tk0,5.55,(32Z)
5979,4wbg,5.55,(AZR)
5980,5gja,5.55,(6PC)
5982,5knu,5.55,(6WA)
5983,5l2n,5.55,(6ZU)
5984,5vcx,5.55,(H8H)
5985,5vd3,5.55,(H8H)
5986,6dlj,5.55,(GXM)
5987,6eil,5.55,(B6B)
5988,2jdn,5.56,(MMA)
5990,4o3f,5.56,(TZN)
5991,5alj,5.56,(T5J)
5993,5lpm,5.56,(71Y)
5994,1cs4,5.57,(101)
5995,1jak,5.57,(IFG)
5996,1njd,5.57,(UMP)
6000,2nmx,5.57,(M25)
6001,2np9,5.57,(YE1)
6002,2onb,5.57,(7PA)
6003,2qo1,5.57,(VZZ)
6004,2z52,5.57,(H23)
6005,3bex,5.57,(PAU)
6006,3coz,5.57,(54H)
6007,3uxl,5.57,(CFI)
6008,3vtr,5.57,(TCG)
6009,4awf,5.57,(XI7)
6010,4bda,5.57,(VFB)
6011,4umj,5.57,(BFQ)
6012,4xh6,5.57,(HUL)
6013,5all,5.57,(II6)
6014,5d1n,5.57,(SAH)
6016,5eto,5.57,(5RY)
6017,5v8j,5.57,(8ZS)
6020,6ayh,5.57,(C3G)
6021,6chh,5.57,(F0P)
6023,3jup,5.58,(AKD)
6024,3su5,5.58,(SU3)
6026,4tw8,5.58,(37M)
6027,1f4x,5.59,(MGS)
6029,1mfi,5.59,(FHC)
6030,1rtl,5.59,(CPX)
6031,2hmb,5.59,(PLM)
6032,2xkc,5.59,(4VQ)
6033,2zlg,5.59,(MRT)
6036,3sha,5.59,(P97)
6037,3udv,5.59,(J1C)
6038,4bqh,5.59,(9VU)
6039,4cwn,5.59,(6LV)
6041,4kxm,5.59,(6IA)
6042,4tkb,5.59,(DAO)
6043,4tx6,5.59,(38B)
6044,5afv,5.59,(JH5)
6046,5hkb,5.59,(64L)
6048,5n9r,5.59,(8RN)
6049,5opr,5.59,(A3E)
6050,5ox5,5.59,(B2E)
6051,5t9w,5.59,(78E)
6052,5wg9,5.59,(KU4)
6053,6esy,5.59,(TFX)
6054,6fnr,5.59,(DYT)
6055,1e06,5.6,(IPB)
6056,1e1y,5.6,(CPB)
6057,1fwe,5.6,(HAE)
6060,1lev,5.6,(CLI)
6062,1vfn,5.6,(HPA)
6064,2f71,5.6,(UN7)
6065,2vxa,5.6,(RBF)
6066,2wca,5.6,(NP6)
6067,2wgs,5.6,(1AZ)
6068,2yhw,5.6,(BM3)
6069,2yhy,5.6,(BM3)
6070,3bl1,5.6,(BL1)
6071,3cbp,5.6,(SFG)
6072,3e6y,5.6,(CW1)
6073,3fa3,5.6,(OAF)
6074,3lfs,5.6,(A07)
6075,3qce,5.6,(NXY)
6076,3qcf,5.6,(NXY)
6077,3qps,5.6,(CHD)
6078,3u78,5.6,(E67)
6079,3upz,5.6,(B5A)
6080,4btl,5.6,(5GZ)
6082,4o77,5.6,(2RE)
6085,4uiy,5.6,(5V2)
6086,4wz6,5.6,(ATP)
6087,4xsz,5.6,(42U)
6088,4yad,5.6,(4A7)
6089,4zzy,5.6,(D7N)
6090,5a82,5.6,(YEJ)
6091,5boy,5.6,(4UE)
6092,5d6p,5.6,(57U)
6093,5dj5,5.6,(GR2)
6094,5eje,5.6,(AP5)
6095,5ih6,5.6,(AUG)
6096,5khd,5.6,(C2E)
6097,5lhg,5.6,(6X3)
6098,5osk,5.6,(A9Q)
6099,5toe,5.6,(7GK)
6101,3bho,5.61,(B4P)
6102,3u5j,5.61,(08H)
6103,6g1u,5.61,(E1K)
6105,1aqi,5.62,(SAH)
6106,1cqp,5.62,(803)
6107,1ejn,5.62,(AGB)
6110,2bmk,5.62,(PDD)
6111,2qnx,5.62,(UDT)
6112,2xk8,5.62,(5R1)
6114,3abu,5.62,(12F)
6115,3btj,5.62,(DEQ)
6117,3e3c,5.62,(HHG)
6118,3ip9,5.62,(ABU)
6119,3ldp,5.62,(3P1)
6120,3lpl,5.62,(TDP)
6121,3nes,5.62,(B72)
6123,3upy,5.62,(FOM)
6124,4ddy,5.62,(DN6)
6125,4dli,5.62,(IRG)
6126,4dzy,5.62,(WJ1)
6127,4f9g,5.62,(C2E)
6129,4iid,5.62,(NOJ)
6132,4lng,5.62,(JAN)
6133,4mg6,5.62,(27G)
6134,4my6,5.62,(3VH)
6137,4txe,5.62,(38F)
6138,5e0h,5.62,(5LH)
6140,5uv1,5.62,(0FV)
6141,5wgp,5.62,(AUD)
6142,6bh2,5.62,(90V)
6143,6c99,5.62,(EQY)
6144,6h29,5.62,(FK8)
6147,3gy3,5.63,(PNT)
6148,3l1n,5.63,(PLM)
6149,3rf5,5.63,(FUZ)
6150,5d0c,5.63,(E0B)
6151,5jq5,5.63,(I74)
6152,1f57,5.64,(DCY)
6153,1h1r,5.64,(6CP)
6154,1hk1,5.64,(T44)
6155,1hlf,5.64,(GL4)
6156,1hte,5.64,(G23)
6157,1lrt,5.64,(TAD)
6158,1qs4,5.64,(100)
6159,1y3v,5.64,(UIR)
6160,1y3y,5.64,(UIR)
6161,1z9g,5.64,(RRT)
6162,2gni,5.64,(M77)
6164,2ojg,5.64,(19A)
6165,2qlm,5.64,(F68)
6166,2reg,5.64,(CHT)
6167,2x6k,5.64,(X6K)
6168,2xkd,5.64,(T3M)
6169,2xzc,5.64,(XOP)
6170,3arv,5.64,(SAU)
6171,3fv7,5.64,(MXS)
6173,3hv6,5.64,(R39)
6174,3iw7,5.64,(IPK)
6175,3n86,5.64,(RJP)
6176,3p79,5.64,(P79)
6177,3qzq,5.64,(AG7)
6180,4b11,5.64,(7I1)
6181,4deu,5.64,(NAR)
6182,4dmn,5.64,(0L9)
6184,4jin,5.64,(1L7)
6185,4l7b,5.64,(1VV)
6187,4nhy,5.64,(PD2)
6188,4zqt,5.64,(4QP)
6189,4zs0,5.64,(4QV)
6190,4zsj,5.64,(4R0)
6191,5adr,5.64,(QS5)
6192,5bqs,5.64,(4VN)
6193,5c4l,5.64,(SIS)
6195,5l0h,5.64,(PIO)
6196,5y93,5.64,(8Q9)
6198,6fdc,5.64,(DD5)
6200,6g4n,5.64,(E2W)
6201,1hq5,5.65,(S2C)
6202,3q7q,5.65,(GNP)
6203,3sn8,5.65,(S89)
6206,4qz7,5.65,(04C)
6207,4zsq,5.65,(4RX)
6208,5adt,5.65,(1TC)
6210,6es0,5.65,(BW8)
6211,1n5r,5.66,(PRM)
6212,1nhu,5.66,(153)
6213,1nhv,5.66,(154)
6214,1o43,5.66,(821)
6215,1pxk,5.66,(CK3)
6216,2aie,5.66,(SB9)
6217,2aod,5.66,(2NC)
6219,2erz,5.66,(HFS)
6220,2f4j,5.66,(VX6)
6222,2op9,5.66,(WR1)
6224,2x97,5.66,(RX4)
6226,3b1t,5.66,(YCL)
6229,3iuc,5.66,(ADP)
6230,3mke,5.66,(CB4)
6231,3oxi,5.66,(SYY)
6233,3sh0,5.66,(SAX)
6235,3td4,5.66,(API)
6236,3zi8,5.66,(FU4)
6237,4gs9,5.66,(0XB)
6238,4hxl,5.66,(1A9)
6239,4jls,5.66,(3ZE)
6240,4l70,5.66,(1V9)
6241,4l7u,5.66,(1VC)
6243,4nal,5.66,(H70)
6249,4yo6,5.66,(4GD)
6250,4zek,5.66,(LAH)
6251,5c28,5.66,(4XV)
6254,5g3m,5.66,(9JH)
6255,5g5z,5.66,(DQR)
6257,5m4k,5.66,(7F9)
6258,5ov9,5.66,(CVI)
6259,5t2y,5.66,(753)
6260,5tcc,5.66,(J56)
6261,6cjv,5.66,(G2Y)
6262,6e2m,5.66,(KK7)
6264,6fqu,5.66,(E3B)
6265,6hx5,5.66,(GXE)
6266,2bb7,5.67,(QMS)
6267,2h15,5.67,(B19)
6268,2lko,5.67,(4IP)
6269,2pqz,5.67,(G0G)
6270,2qwf,5.67,(G20)
6273,4ncn,5.67,(GTP)
6275,5ads,5.67,(QNS)
6276,5ouh,5.67,(L0B)
6277,6f28,5.67,(CG8)
6278,6gon,5.67,(8PF)
6279,6goo,5.67,(8PF)
6281,1e8h,5.68,(ADP)
6282,1gnn,5.68,(U0E)
6283,1nhx,5.68,(FTB)
6284,1ow4,5.68,(2AN)
6286,1pwu,5.68,(GM6)
6287,1tve,5.68,(178)
6288,2an5,5.68,(TTL)
6289,2c92,5.68,(TP6)
6290,2cbu,5.68,(CTS)
6291,2k0x,5.68,(PNS)
6292,2q8z,5.68,(NUP)
6293,2uyq,5.68,(SAM)
6294,2v0c,5.68,(ANZ)
6296,2vr4,5.68,(17B)
6297,2xk3,5.68,(XK3)
6299,3b5j,5.68,(12D)
6300,3d45,5.68,(7MG)
6301,3ha6,5.68,(2JZ)
6302,3oil,5.68,(VZ5)
6304,3u0p,5.68,(LSC)
6305,3vi5,5.68,(M4M)
6307,4c52,5.68,(X0D)
6308,4cxx,5.68,(640)
6309,4d2p,5.68,(6Z7)
6310,4det,5.68,(KMP)
6311,4jfj,5.68,(1KU)
6312,4l4z,5.68,(D5X)
6313,4mg9,5.68,(27K)
6314,4mm9,5.68,(FVX)
6315,4q9y,5.68,(M3T)
6316,4wku,5.68,(3QJ)
6317,4ycw,5.68,(KRS)
6319,5n18,5.68,(8HZ)
6320,5o2d,5.68,(9HH)
6321,5o3q,5.68,(CMP)
6322,6bt0,5.68,(E7V)
6323,6esj,5.68,(PRM)
6324,3sji,5.69,(AG7)
6326,5ans,5.69,(RX8)
6327,6bdy,5.69,(SFG)
6328,1a46,5.7,(00K)
6329,1a99,5.7,(PUT)
6332,1egh,5.7,(PGA)
6333,1g4k,5.7,(HQQ)
6334,1g98,5.7,(PA5)
6335,1g9r,5.7,(UPF)
6336,1i32,5.7,(NMD)
6337,1i48,5.7,(CCO)
6338,1jsv,5.7,(U55)
6339,1n1m,5.7,(A3M)
6340,1o4b,5.7,(876)
6341,1pgp,5.7,(6PG)
6343,1y2d,5.7,(4DE)
6344,2a14,5.7,(SAH)
6345,2adm,5.7,(SAM)
6346,2avm,5.7,(2NC)
6348,2bw7,5.7,(ECS)
6349,2ccs,5.7,(4BH)
6350,2f2h,5.7,(XTG)
6351,2gpp,5.7,(1BA)
6352,2h3e,5.7,(6PR)
6353,2hwh,5.7,(RNA)
6354,2i4p,5.7,(DRH)
6355,2i4z,5.7,(DRH)
6356,2o3z,5.7,(AI7)
6358,2x7c,5.7,(KZ9)
6359,2x7x,5.7,(FRU)
6360,2xpb,5.7,(4GE)
6361,2ya6,5.7,(DAN)
6362,2zbk,5.7,(RDC)
6363,3acx,5.7,(673)
6364,3b0w,5.7,(DGX)
6365,3bar,5.7,(U5P)
6366,3c4h,5.7,(DRL)
6367,3d4y,5.7,(MVL)
6368,3dkj,5.7,(PRP)
6369,3doz,5.7,(3BE)
6371,3eks,5.7,(CY9)
6372,3fhb,5.7,(GAB)
