proteinName,affinity,ligandName
3zyr,5.34,(8-mer)
4j06,5.34,(1JG)
4mg5,5.34,(27E)
4o78,5.34,(SAV)
4wrq,5.34,(18-mer)
5l4m,5.34,(SBK)
5o9y,5.34,(9PN)
5u14,5.34,(7PV)
5wp5,5.34,(SAH)
6ap7,5.34,(BNY)
6cd4,5.34,(EX1)
1ql9,5.35,(ZEN)
1wb0,5.35,(5-mer)
2fxv,5.35,(5GP)
2gkl,5.35,(PD2)
2gqn,5.35,(BLP)
2h13,5.35,(10-mer)
2ltz,5.35,(15-mer)
2xyu,5.35,(Q9G)
3bc4,5.35,(LLG)
3e9b,5.35,(S2C)
3g8e,5.35,(IS1)
3hkn,5.35,(MFS)
3r8i,5.35,(XCX)
3v2x,5.35,(11-mer)
4b9h,5.35,(4-mer)
4blb,5.35,(17-mer)
4ef4,5.35,(C2E)
4ep2,5.35,(8-mer)
4ie2,5.35,(1EC)
4k6w,5.35,(1P0-18D)
4k76,5.35,(10-mer)
4lkd,5.35,(4-mer)
4rcp,5.35,(5-mer)
4wgi,5.35,(3M6)
4yef,5.35,(4CQ)
4yx9,5.35,(4HY)
5jnn,5.35,(6LM)
5l26,5.35,(URI)
5llm,5.35,(6Z6)
5u11,5.35,(7PS)
6an1,5.35,(BKY)
6ep4,5.35,(DME)
1adl,5.36,(ACD)
1oy7,5.36,(9-mer)
1w6y,5.36,(EQU)
1yvz,5.36,(JPC)
2nng,5.36,(ZYX)
2qaf,5.36,(U5P)
2qlj,5.36,(5-mer)
2qn3,5.36,(F55)
3bv9,5.36,(6-mer)
3ldq,5.36,(3P1)
3mf5,5.36,(HJZ)
3ncq,5.36,(ATP)
3u3z,5.36,(4-mer)
4c1d,5.36,(X8Z)
4el9,5.36,(AFE)
4hby,5.36,(13F)
4kod,5.36,(ADP)
4pyq,5.36,(2X1)
4qwi,5.36,(3BV)
5drt,5.36,(5EG)
5eou,5.36,(ATP)
5obr,5.36,(9QT)
5q0l,5.36,(9KY)
5t4e,5.36,(75L)
6afe,5.36,(72T)
6cer,5.36,(TDP)
6chq,5.36,(F0V)
6gu3,5.36,(FB8)
1gpk,5.37,(HUP)
1sgu,5.37,(MK1)
2glm,5.37,(SCB)
2h2d,5.37,(18-mer)
2hj4,5.37,(PNZ)
2oc1,5.37,(HU2)
3chf,5.37,(5-mer)
3lqj,5.37,(9-mer)
3qt6,5.37,(2P0)
3wmb,5.37,(NF1)
4dpy,5.37,(2P0)
4du8,5.37,(2P0)
4el5,5.37,(D1M)
4g0k,5.37,(0VS)
4lke,5.37,(4-mer)
4lkf,5.37,(4-mer)
4oow,5.37,(CAQ)
4xc2,5.37,(11-mer)
5cdh,5.37,(TLA)
5dpw,5.37,(14-mer)
5etn,5.37,(5RX)
5jdi,5.37,(6JO)
5uci,5.37,(874)
6ap6,5.37,(TLF)
6cb5,5.37,(EV7)
6eyb,5.37,(C3Z)
6g15,5.37,(C1Z)
1g3e,5.38,(109)
1hs6,5.38,(BES)
1ke0,5.38,(CVB)
1thr,5.38,(13-mer)
2h2j,5.38,(SFG)
2lty,5.38,(15-mer)
2m0o,5.38,(11-mer)
2ohu,5.38,(IP7)
2qhd,5.38,(DAO)
2vd7,5.38,(PD2)
2xke,5.38,(WI2)
3e85,5.38,(BSU)
3sw9,5.38,(12-mer)
3tif,5.38,(ADP)
3tww,5.38,(16-mer)
3ud8,5.38,(GNX-IDY)
3zyb,5.38,(4-mer)
4ebv,5.38,(0O7)
4f7v,5.38,(J1D)
4hlw,5.38,(17W)
4kz0,5.38,(1UJ)
4qvw,5.38,(BO2)
4umq,5.38,(B5S)
5mek,5.38,(A3P)
6baw,5.38,(D57)
6g8m,5.38,(EQE)
1hy7,5.39,(MBS)
1kyn,5.39,(KTP)
1qbv,5.39,(PPX)
1uyi,5.39,(PUZ)
2h6b,5.39,(3C4)
2ltx,5.39,(15-mer)
2v22,5.39,(C35)
2wic,5.39,(GNP)
2xpa,5.39,(4G5)
3e37,5.39,(ED5)
3fc8,5.39,(IFA)
3fzc,5.39,(MXF)
3hkt,5.39,(2SD)
3hxb,5.39,(BD5)
3m1k,5.39,(BEW)
3so6,5.39,(14-mer)
3tgs,5.39,(03G)
3vjt,5.39,(10R)
4btm,5.39,(F8E)
4cl6,5.39,(7SB)
4ej8,5.39,(1F1)
4hxr,5.39,(1A4)
4hxs,5.39,(1A3)
4z88,5.39,(17-mer)
5chk,5.39,(55R)
5e1d,5.39,(6-mer)
5exx,5.39,(C2E)
5i83,5.39,(68Y)
5kbi,5.39,(CAQ)
5o9r,5.39,(9PK)
6f08,5.39,(13-mer)
6ma2,5.39,(J9S)
1bp0,5.4,(UMP)
1bq3,5.4,(IHP)
1f8b,5.4,(DAN)
1m7i,5.4,(5-mer)
1mmr,5.4,(SRS)
1mxu,5.4,(BWD)
1my3,5.4,(BWD)
1nym,5.4,(CXB)
1ow6,5.4,(13-mer)
1ow7,5.4,(13-mer)
1ow8,5.4,(13-mer)
1pz5,5.4,(8-mer)
1r9l,5.4,(BET)
1t1r,5.4,(IMB)
1trd,5.4,(PGH)
1tv6,5.4,(CP9)
1uu9,5.4,(BI3)
1uvs,5.4,(I11)
1yi3,5.4,(LY2)
2c1p,5.4,(FNZ)
2f35,5.4,(UBC)
2g24,5.4,(7IG)
2i80,5.4,(G1L)
2jdm,5.4,(MFU)
2qg2,5.4,(A91)
2wzz,5.4,(ZX1)
3arr,5.4,(PNX)
3b4p,5.4,(3B4)
3gwx,5.4,(EPA)
3ken,5.4,(ZZD)
3l6h,5.4,(BET)
3m57,5.4,(11-mer)
3pch,5.4,(CHB)
3pma,5.4,(SCR)
3qcl,5.4,(NXV)
3rk5,5.4,(07Z)
4aph,5.4,(8-mer)
4c5d,5.4,(X0R)
4ij1,5.4,(17C)
4jlh,5.4,(0L9)
4m3p,5.4,(HCS)
4nwd,5.4,(2QD)
4ozj,5.4,(ADP)
4ozn,5.4,(ATP)
4pin,5.4,(AVI)
4rqz,5.4,(10-mer)
5anq,5.4,(5YQ)
5ep7,5.4,(5QR)
5eqp,5.4,(5R9)
5fjw,5.4,(9-mer)
5fns,5.4,(XYY)
5jiq,5.4,(27M)
5jsj,5.4,(6PD)
5l9o,5.4,(GOP)
5lax,5.4,(15-mer)
5lsg,5.4,(QZQ)
5m2v,5.4,(7E5)
5mqe,5.4,(PKU)
5o1i,5.4,(9GH)
5tef,5.4,(GTG)
5yid,5.4,(K95)
6bj2,5.4,(9-mer)
1dzm,5.41,(BZM)
1u2r,5.41,(GDP)
1xxe,5.41,(TUX)
1y3a,5.41,(16-mer)
2aia,5.41,(SB8)
2j47,5.41,(GDV)
2mps,5.41,(16-mer)
3arn,5.41,(MSJ)
3gqo,5.41,(APR)
3kai,5.41,(4FI)
3tjh,5.41,(9-mer)
4dro,5.41,(0MD)
4drp,5.41,(0MD)
4fgt,5.41,(4-mer)
4kmd,5.41,(17-mer)
4lwt,5.41,(20Q)
4m3d,5.41,(2H2)
4tun,5.41,(MVH)
4u6z,5.41,(Q07)
4uma,5.41,(GZ3)
5a4l,5.41,(ZC3)
5cbs,5.41,(E42)
5etm,5.41,(5RW)
5ey9,5.41,(5SV)
5lt6,5.41,(76J)
5m7t,5.41,(GDV)
5mym,5.41,(HYV)
5u13,5.41,(YH5)
5u5t,5.41,(7W7)
5xs8,5.41,(2-mer)
5yv5,5.41,(18-mer)
6aff,5.41,(72U)
6mil,5.41,(19-mer)
1abf,5.42,(FCA/FCB)
1gja,5.42,(135)
1h9z,5.42,(RWF)
1nu8,5.42,(3-mer)
1p28,5.42,(HBS/HBR)
1r5n,5.42,(GDP)
1xot,5.42,(VDN)
2a3w,5.42,(CPJ)
2qnz,5.42,(DFD)
2vpo,5.42,(6CS)
2wa8,5.42,(10-mer)
3l4t,5.42,(BJ1)
3ob1,5.42,(12-mer)
3qci,5.42,(NX3)
3rl4,5.42,(5GP)
4fev,5.42,(PP1)
4nxv,5.42,(GDP)
4uxj,5.42,(TTP)
5ab1,5.42,(4-mer)
6cjh,5.42,(ET8)
1fq7,5.43,(2Y3)
1fw0,5.43,(KAI)
1y98,5.43,(12-mer)
2qln,5.43,(F59)
2qu2,5.43,(251)
3ivv,5.43,(10-mer)
3k0k,5.43,(4-mer)
3k5f,5.43,(AYH)
3ng4,5.43,(2-mer)
3qlc,5.43,(15-mer)
3s7f,5.43,(13-mer)
4b60,5.43,(17-mer)
4f5y,5.43,(C2E)
4ofb,5.43,(14-mer)
4p2t,5.43,(24Q)
4pnc,5.43,(7NP)
4pox,5.43,(2W2)
4tmp,5.43,(11-mer)
4xta,5.43,(DIF)
5agr,5.43,(A52)
5e1o,5.43,(6-mer)
5ksx,5.43,(7AM)
6a6w,5.43,(17-mer)
6afd,5.43,(72S)
1a4q,5.44,(DPC)
1dzp,5.44,(BZQ)
1h0a,5.44,(I3P)
1ijr,5.44,(CC0)
1syi,5.44,(CPW)
2q6f,5.44,(6-mer)
2wr8,5.44,(SAH)
3ggc,5.44,(H26)
3gs7,5.44,(8BD)
3lp7,5.44,(HAR)
3p2h,5.44,(NOO)
3pty,5.44,(AFO)
3run,5.44,(7-mer)
3u10,5.44,(CMP)
4bdk,5.44,(RQQ)
4dju,5.44,(0KK)
4fli,5.44,(Y16)
4j26,5.44,(12-mer)
4mgb,5.44,(XDH)
4osf,5.44,(4MT)
4qz1,5.44,(04C)
4rsp,5.44,(5-mer)
4tju,5.44,(CNQ)
5ave,5.44,(SER)
5e3a,5.44,(5-mer)
5tbn,5.44,(12-mer)
5tp0,5.44,(BRN)
5uxm,5.44,(TRP)
6buu,5.44,(10-mer)
6d1u,5.44,(20-mer)
6fau,5.44,(8-mer)
6gnr,5.44,(6J3)
2iko,5.45,(7IG)
3mi3,5.45,(LYS)
3my1,5.45,(RFZ)
4mp2,5.45,(PV1)
1anf,5.46,(GLC-GLC)
1b4h,5.46,(3-mer)
1lf8,5.46,(12-mer)
1lv8,5.46,(9PP)
1nnk,5.46,(CE2)
1q65,5.46,(BHB)
2cn8,5.46,(DBQ)
2fie,5.46,(A74)
2gg9,5.46,(U16)
2y4k,5.46,(GDP)
3gbq,5.46,(10-mer)
3piz,5.46,(03C)
3s22,5.46,(3S2)
4gw5,5.46,(12-mer)
4jft,5.46,(1KN)
4kot,5.46,(CE3)
4mvn,5.46,(I1S)
4qz0,5.46,(04C)
4zly,5.46,(4RU)
5dtw,5.46,(5F9)
5mnr,5.46,(JC2)
5nka,5.46,(91H)
5owa,5.46,(B0H)
5txy,5.46,(7Q1)
5ty8,5.46,(7Q1)
5xag,5.46,(93X)
5ye7,5.46,(8U0)
6dcy,5.46,(G5V)
6ekq,5.46,(B0H)
1g7f,5.47,(INZ)
1gi1,5.47,(BMZ)
1nlo,5.47,(9-mer)
1o2s,5.47,(CR4)
1xh5,5.47,(R68)
2hf8,5.47,(GSP)
2hz4,5.47,(4ST)
2r0z,5.47,(6-mer)
2xde,5.47,(1B0)
2y7p,5.47,(SAL)
3pd2,5.47,(A3S)
3t3y,5.47,(MD6)
4j77,5.47,(6-mer)
4jmu,5.47,(1ML)
4n6g,5.47,(2GQ)
4n7j,5.47,(2GQ)
4n7m,5.47,(2GQ)
4qb3,5.47,(30M)
4rrq,5.47,(A3S)
4x3e,5.47,(13-mer)
4xcb,5.47,(HY0)
5fb0,5.47,(15-mer)
5gu4,5.47,(9-mer)
5nn5,5.47,(NOJ)
5o4s,5.47,(9KW)
5u0f,5.47,(7R1)
6c7w,5.47,(LMS)
1g85,5.48,(3OL)
1uh1,5.48,(NGA-AMG)
2cbv,5.48,(CGB)
2co0,5.48,(15-mer)
2nww,5.48,(TB1)
2qic,5.48,(12-mer)
2qyk,5.48,(NPV)
2wxd,5.48,(E18)
2zkj,5.48,(ADP)
3bxe,5.48,(13P)
3d2r,5.48,(ADP)
3iw6,5.48,(PP0)
3m58,5.48,(11-mer)
3qch,5.48,(NX2)
3vp1,5.48,(04A)
3zdv,5.48,(F1A-MMA)
4c5w,5.48,(NM3)
4d2r,5.48,(DYK)
4ie4,5.48,(8XQ)
4ifi,5.48,(6-mer)
4jfm,5.48,(1KZ)
4kp8,5.48,(E1G)
4n7h,5.48,(13-mer)
4oq6,5.48,(2UV)
4pf5,5.48,(M3N)
4qfg,5.48,(AMP)
4tmf,5.48,(JS2)
4uc5,5.48,(PHE)
4x8p,5.48,(12-mer)
4y6r,5.48,(RF7)
4ycu,5.48,(KRS)
5alx,5.48,(DUL)
5aqz,5.48,(SGV)
5hrw,5.48,(64E)
5ii1,5.48,(6BL)
5iv4,5.48,(LRI)
5lkr,5.48,(6YC)
5mav,5.48,(19-mer)
5vwk,5.48,(8-mer)
5yib,5.48,(8VC)
6grp,5.48,(F4Z)
1pot,5.49,(SPD)
1pyn,5.49,(941)
1tys,5.49,(TMP)
1uef,5.49,(13-mer)
2h4k,5.49,(509)
2ioa,5.49,(GGA)
2o0u,5.49,(C0M)
2qtr,5.49,(NXX)
2r3y,5.49,(10-mer)
2uy5,5.49,(H35)
3bmq,5.49,(AX5)
3bvb,5.49,(017)
3ga5,5.49,(RGG)
3h0b,5.49,(B35)
3hmp,5.49,(CX4)
3i73,5.49,(ADP)
3mvj,5.49,(XFE)
3sgx,5.49,(0FW)
3t3g,5.49,(GPU)
3tz4,5.49,(03H)
4f6s,5.49,(0SQ)
4knx,5.49,(1S9)
4lv3,5.49,(25N)
4tq3,5.49,(GPP)
4u7v,5.49,(3EN)
4uvb,5.49,(D51)
4w9f,5.49,(3JU)
4zs2,5.49,(FLU)
5avf,5.49,(TAU)
5tg2,5.49,(V69)
5tq1,5.49,(11-mer)
5w6u,5.49,(12-mer)
5xzr,5.49,(8J6)
6af9,5.49,(ISN)
6afa,5.49,(ISN)
6cen,5.49,(7-mer)
6f29,5.49,(CGW)
6g14,5.49,(G4P)
6g91,5.49,(EQW)
2ajb,5.5,(0QG)
2y58,5.5,(V38)
3c1n,5.5,(THR)
3lfn,5.5,(A27)
3tza,5.5,(TZG)
4nni,5.5,(VGL)
4rt0,5.5,(C2E)
4ura,5.5,(LEL)
6gr7,5.5,(F52)
6hm6,5.5,(GDK)
6hpg,5.5,(8-mer)
1b2i,5.51,(AMH)
1ggn,5.51,(GLS)
1t08,5.51,(15-mer)
1xh3,5.51,(14-mer)
2gc8,5.51,(885)
2uym,5.51,(K03)
2wqp,5.51,(WQP)
3cn0,5.51,(LJ1)
3da9,5.51,(44U)
3kgt,5.51,(GEN)
3qtq,5.51,(X35)
3qts,5.51,(X46)
3u51,5.51,(6-mer)
3vgc,5.51,(SRB)
4i9c,5.51,(5-mer)
4k55,5.51,(H6P)
4lz9,5.51,(RHQ)
4qwu,5.51,(BO2)
4qxo,5.51,(1YE)
4qz3,5.51,(04C)
4wz5,5.51,(3VU)
4zba,5.51,(GDS)
4zgk,5.51,(4NX)
5cks,5.51,(52L)
5h8x,5.51,(5XT)
5lpk,5.51,(XDM)
5oa6,5.51,(9PT)
5zu0,5.51,(SAH)
5zzw,5.51,(SAH)
6ewe,5.51,(C0W)
6gfz,5.51,(EXE)
1a8i,5.52,(GLS)
1h07,5.52,(MFP/MFQ)
1kc7,5.52,(PPR)
1lox,5.52,(RS7)
1oe7,5.52,(GSH)
1oe8,5.52,(GSH)
1pyg,5.52,(AMP)
1tl9,5.52,(4-mer)
1xxi,5.52,(ADP)
1ydr,5.52,(IQP)
2cht,5.52,(BAR)
2ez5,5.52,(11-mer)
2ga2,5.52,(A19)
2gcd,5.52,(STU)
2gz8,5.52,(F3F)
2hwi,5.52,(VRX)
2l8j,5.52,(18-mer)
2vnf,5.52,(10-mer)
2ydt,5.52,(EDG-AHR)
3cgo,5.52,(JNO)
3eys,5.52,(6-mer)
3h1k,5.52,(ZN)
3hqr,5.52,(OGA)
3hzm,5.52,(KDO)
3i97,5.52,(8DR)
3iog,5.52,(SDF)
3t6y,5.52,(DU2)
3tws,5.52,(16-mer)
3v0l,5.52,(2GW)
4de3,5.52,(DN8)
4en4,5.52,(GT0)
4h2o,5.52,(0YW)
4j5c,5.52,(7I6)
4pnl,5.52,(DRL)
4qqi,5.52,(17-mer)
4yvz,5.52,(3AT)
5f08,5.52,(5TG)
5ixf,5.52,(14-mer)
5j1x,5.52,(AR5)
5juz,5.52,(YL4)
5mrp,5.52,(6BC)
5nn6,5.52,(MIG)
5v5e,5.52,(8N4)
5w1w,5.52,(9-mer)
5wqj,5.52,(7N3)
5wrs,5.52,(ATP)
5yia,5.52,(8V9)
5yun,5.52,(MYC)
5yzc,5.52,(95C)
6exm,5.52,(QQH)
6fi5,5.52,(8-mer)
7gpb,5.52,(AMP)
1szm,5.53,(BI2)
4fmo,5.53,(8-mer)
4qz6,5.53,(04C)
4u5j,5.53,(RXT)
5dus,5.53,(APR)
6esm,5.53,(B9Z)
6f4w,5.53,(FMC)
1bio,5.54,(SOA)
1bjv,5.54,(GP8)
1h26,5.54,(11-mer)
1ha2,5.54,(SWF)
1kdw,5.54,(4CB)
1oiq,5.54,(HDU)
1r5w,5.54,(13-mer)
2c9b,5.54,(PUG)
2idk,5.54,(C2F)
2nq7,5.54,(HM5)
2olb,5.54,(3-mer)
2y7i,5.54,(ARG)
3bxf,5.54,(FBP)
3daj,5.54,(FXG)
3f07,5.54,(AGE)
3ggw,5.54,(12-mer)
3iqq,5.54,(12-mer)
3jyr,5.54,(ACR)
3r8v,5.54,(Z62)
3ubd,5.54,(SL0)
3v78,5.54,(ET)
4ba3,5.54,(12-mer)
4dtt,5.54,(I41)
4hkk,5.54,(AGI)
4nxu,5.54,(ADP)
4o0t,5.54,(2OL)
4qij,5.54,(1HA)
4r4c,5.54,(3HS)
5a4q,5.54,(Y3L)
5a81,5.54,(78J)
5azg,5.54,(10-mer)
5eds,5.54,(5MT)
5lgn,5.54,(6W0)
5n8j,5.54,(12-mer)
6boe,5.54,(E0S)
6ew7,5.54,(C1W)
1g3d,5.55,(108)
1njc,5.55,(DCM)
1y3n,5.55,(2-mer)
2c2l,5.55,(10-mer)
2iuz,5.55,(D1H)
2wyn,5.55,(2-mer)
3fkt,5.55,(SII)
3sdg,5.55,(3SE)
3uzj,5.55,(0CT)
4fri,5.55,(DWA)
4ie6,5.55,(UN9)
4kww,5.55,(PHT)
4p5e,5.55,(N6P)
4pqa,5.55,(X8Z)
4tk0,5.55,(32Z)
4wbg,5.55,(AZR)
5gja,5.55,(6PC)
5jy0,5.55,(4-mer)
5knu,5.55,(6WA)
5l2n,5.55,(6ZU)
5vcx,5.55,(H8H)
5vd3,5.55,(H8H)
6dlj,5.55,(GXM)
6eil,5.55,(B6B)
2jdn,5.56,(MMA)
4esg,5.56,(17-mer)
4o3f,5.56,(TZN)
5alj,5.56,(T5J)
5gx7,5.56,(2-mer)
5lpm,5.56,(71Y)
1cs4,5.57,(101)
1jak,5.57,(IFG)
1njd,5.57,(UMP)
2f6j,5.57,(15-mer)
2fuu,5.57,(15-mer)
2lgf,5.57,(15-mer)
2nmx,5.57,(M25)
2np9,5.57,(YE1)
2onb,5.57,(7PA)
2qo1,5.57,(VZZ)
2z52,5.57,(H23)
3bex,5.57,(PAU)
3coz,5.57,(54H)
3uxl,5.57,(CFI)
3vtr,5.57,(TCG)
4awf,5.57,(XI7)
4bda,5.57,(VFB)
4umj,5.57,(BFQ)
4xh6,5.57,(HUL)
5all,5.57,(II6)
5d1n,5.57,(SAH)
5em9,5.57,(8-mer)
5eto,5.57,(5RY)
5v8j,5.57,(8ZS)
5vzu,5.57,(17-mer)
6au5,5.57,(11-mer)
6ayh,5.57,(C3G)
6chh,5.57,(F0P)
6faw,5.57,(8-mer)
3jup,5.58,(AKD)
3su5,5.58,(SU3)
4iur,5.58,(15-mer)
4tw8,5.58,(37M)
1f4x,5.59,(MGS)
1fo0,5.59,(8-mer)
1mfi,5.59,(FHC)
1rtl,5.59,(CPX)
2hmb,5.59,(PLM)
2xkc,5.59,(4VQ)
2zlg,5.59,(MRT)
3gxy,5.59,(3-mer)
3nzi,5.59,(7-mer)
3sha,5.59,(P97)
3udv,5.59,(J1C)
4bqh,5.59,(9VU)
4cwn,5.59,(6LV)
4inr,5.59,(1G1)
4kxm,5.59,(6IA)
4tkb,5.59,(DAO)
4tx6,5.59,(38B)
5afv,5.59,(JH5)
5d2a,5.59,(12-mer)
5hkb,5.59,(64L)
5mgx,5.59,(8-mer)
5n9r,5.59,(8RN)
5opr,5.59,(A3E)
5ox5,5.59,(B2E)
5t9w,5.59,(78E)
5wg9,5.59,(KU4)
6esy,5.59,(TFX)
6fnr,5.59,(DYT)
1e06,5.6,(IPB)
1e1y,5.6,(CPB)
1fwe,5.6,(HAE)
1h27,5.6,(11-mer)
1kne,5.6,(15-mer)
1lev,5.6,(CLI)
1o9d,5.6,(5-mer)
1vfn,5.6,(HPA)
2bz8,5.6,(11-mer)
2f71,5.6,(UN7)
2vxa,5.6,(RBF)
2wca,5.6,(NP6)
2wgs,5.6,(1AZ)
2yhw,5.6,(BM3)
2yhy,5.6,(BM3)
3bl1,5.6,(BL1)
3cbp,5.6,(SFG)
3e6y,5.6,(CW1)
3fa3,5.6,(OAF)
3lfs,5.6,(A07)
3qce,5.6,(NXY)
3qcf,5.6,(NXY)
3qps,5.6,(CHD)
3u78,5.6,(E67)
3upz,5.6,(B5A)
4btl,5.6,(5GZ)
4eqj,5.6,(8-mer)
4o77,5.6,(2RE)
4os1,5.6,(15-mer)
4q6f,5.6,(5-mer)
4uiy,5.6,(5V2)
4wz6,5.6,(ATP)
4xsz,5.6,(42U)
4yad,5.6,(4A7)
4zzy,5.6,(D7N)
5a82,5.6,(YEJ)
5boy,5.6,(4UE)
5d6p,5.6,(57U)
5dj5,5.6,(GR2)
5eje,5.6,(AP5)
5ih6,5.6,(AUG)
5khd,5.6,(C2E)
5lhg,5.6,(6X3)
5osk,5.6,(A9Q)
5toe,5.6,(7GK)
6cdc,5.6,(4-mer)
3bho,5.61,(B4P)
3u5j,5.61,(08H)
6g1u,5.61,(E1K)
1a08,5.62,(4-mer)
1aqi,5.62,(SAH)
1cqp,5.62,(803)
1ejn,5.62,(AGB)
1fyr,5.62,(5-mer)
1uti,5.62,(16-mer)
2bmk,5.62,(PDD)
2qnx,5.62,(UDT)
2xk8,5.62,(5R1)
2z5t,5.62,(15-mer)
3abu,5.62,(12F)
3btj,5.62,(DEQ)
3c6w,5.62,(12-mer)
3e3c,5.62,(HHG)
3ip9,5.62,(ABU)
3ldp,5.62,(3P1)
3lpl,5.62,(TDP)
3nes,5.62,(B72)
3twu,5.62,(16-mer)
3upy,5.62,(FOM)
4ddy,5.62,(DN6)
4dli,5.62,(IRG)
4dzy,5.62,(WJ1)
4f9g,5.62,(C2E)
4htp,5.62,(11-mer)
4iid,5.62,(NOJ)
4j48,5.62,(4-mer)
4jiz,5.62,(8-mer)
4lng,5.62,(JAN)
4mg6,5.62,(27G)
4my6,5.62,(3VH)
4mzl,5.62,(18-mer)
4oz1,5.62,(10-mer)
4txe,5.62,(38F)
5e0h,5.62,(5LH)
5icv,5.62,(5-mer)
5uv1,5.62,(0FV)
5wgp,5.62,(AUD)
6bh2,5.62,(90V)
6c99,5.62,(EQY)
6h29,5.62,(FK8)
1vwl,5.63,(9-mer)
3bux,5.63,(13-mer)
3gy3,5.63,(PNT)
3l1n,5.63,(PLM)
3rf5,5.63,(FUZ)
5d0c,5.63,(E0B)
5jq5,5.63,(I74)
1f57,5.64,(DCY)
1h1r,5.64,(6CP)
1hk1,5.64,(T44)
1hlf,5.64,(GL4)
1hte,5.64,(G23)
1lrt,5.64,(TAD)
1qs4,5.64,(100)
1y3v,5.64,(UIR)
1y3y,5.64,(UIR)
1z9g,5.64,(RRT)
2gni,5.64,(M77)
2n1g,5.64,(16-mer)
2ojg,5.64,(19A)
2qlm,5.64,(F68)
2reg,5.64,(CHT)
2x6k,5.64,(X6K)
2xkd,5.64,(T3M)
2xzc,5.64,(XOP)
3arv,5.64,(SAU)
3fv7,5.64,(MXS)
3fwv,5.64,(6-mer)
3hv6,5.64,(R39)
3iw7,5.64,(IPK)
3n86,5.64,(RJP)
3p79,5.64,(P79)
3qzq,5.64,(AG7)
3s8l,5.64,(5-mer)
3zjt,5.64,(AN3017)
4b11,5.64,(7I1)
4deu,5.64,(NAR)
4dmn,5.64,(0L9)
4ft2,5.64,(15-mer)
4jin,5.64,(1L7)
4l7b,5.64,(1VV)
4mbp,5.64,(4-mer)
4nhy,5.64,(PD2)
4zqt,5.64,(4QP)
4zs0,5.64,(4QV)
4zsj,5.64,(4R0)
5adr,5.64,(QS5)
5bqs,5.64,(4VN)
5c4l,5.64,(SIS)
5jin,5.64,(11-mer)
5l0h,5.64,(PIO)
5y93,5.64,(8Q9)
6azk,5.64,(11-mer)
6fdc,5.64,(DD5)
6fmp,5.64,(8-mer)
6g4n,5.64,(E2W)
1hq5,5.65,(S2C)
3q7q,5.65,(GNP)
3sn8,5.65,(S89)
4ezy,5.65,(7-mer)
4iuu,5.65,(15-mer)
4qz7,5.65,(04C)
4zsq,5.65,(4RX)
5adt,5.65,(1TC)
5zoo,5.65,(14-mer)
6es0,5.65,(BW8)
1n5r,5.66,(PRM)
1nhu,5.66,(153)
1nhv,5.66,(154)
1o43,5.66,(821)
1pxk,5.66,(CK3)
2aie,5.66,(SB9)
2aod,5.66,(2NC)
2azm,5.66,(10-mer)
2erz,5.66,(HFS)
2f4j,5.66,(VX6)
2nxd,5.66,(10-mer)
2op9,5.66,(WR1)
2r3c,5.66,(17-mer)
2x97,5.66,(RX4)
2z5s,5.66,(15-mer)
3b1t,5.66,(YCL)
3ery,5.66,(9-mer)
3g2w,5.66,(14-mer)
3iuc,5.66,(ADP)
3mke,5.66,(CB4)
3oxi,5.66,(SYY)
3p4f,5.66,(11-mer)
3sh0,5.66,(SAX)
3t6r,5.66,(7-mer)
3td4,5.66,(API)
3zi8,5.66,(FU4)
4gs9,5.66,(0XB)
4hxl,5.66,(1A9)
4jls,5.66,(3ZE)
4l70,5.66,(1V9)
4l7u,5.66,(1VC)
4n7g,5.66,(11-mer)
4nal,5.66,(H70)
4pr5,5.66,(11-mer)
4pra,5.66,(11-mer)
4prn,5.66,(11-mer)
4prp,5.66,(11-mer)
4xek,5.66,(19-mer)
4yo6,5.66,(4GD)
4zek,5.66,(LAH)
5c28,5.66,(4XV)
5d6y,5.66,(10-mer)
5dhf,5.66,(13-mer)
5g3m,5.66,(9JH)
5g5z,5.66,(DQR)
5hey,5.66,(9-mer)
5m4k,5.66,(7F9)
5ov9,5.66,(CVI)
5t2y,5.66,(753)
5tcc,5.66,(J56)
6cjv,5.66,(G2Y)
6e2m,5.66,(KK7)
6fi4,5.66,(8-mer)
6fqu,5.66,(E3B)
6hx5,5.66,(GXE)
2bb7,5.67,(QMS)
2h15,5.67,(B19)
2lko,5.67,(4IP)
2pqz,5.67,(G0G)
2qwf,5.67,(G20)
3tdu,5.67,(16-mer)
3zmp,5.67,(10-mer)
4ncn,5.67,(GTP)
4u7t,5.67,(12-mer)
5ads,5.67,(QNS)
5ouh,5.67,(L0B)
6f28,5.67,(CG8)
6gon,5.67,(8PF)
6goo,5.67,(8PF)
6hm4,5.67,(15-mer)
1e8h,5.68,(ADP)
1gnn,5.68,(U0E)
1nhx,5.68,(FTB)
1ow4,5.68,(2AN)
1oxn,5.68,(9-mer)
1pwu,5.68,(GM6)
1tve,5.68,(178)
2an5,5.68,(TTL)
2c92,5.68,(TP6)
2cbu,5.68,(CTS)
2k0x,5.68,(PNS)
2q8z,5.68,(NUP)
2uyq,5.68,(SAM)
2v0c,5.68,(ANZ)
2vpg,5.68,(18-mer)
2vr4,5.68,(17B)
2xk3,5.68,(XK3)
3al3,5.68,(10-mer)
3b5j,5.68,(12D)
3d45,5.68,(7MG)
3ha6,5.68,(2JZ)
